id,rwa_score,testelapse,education,engnat,education_level,urban,gender,age,hand,familysize
4120,3.35,302,4,1,Graduate degree,Urban,Female,20,Right,2
4121,4.15,216,2,1,High School,Rural,Male,17,Right,5
4122,6.25,270,1,1,Less than high school,Suburban,Male,15,Right,4
4123,5,301,2,1,High School,Urban,Male,17,Right,1
4124,2.65,183,4,1,Graduate degree,Suburban,Male,53,Right,3
4125,1.6,178,3,1,University degree,Rural,Male,19,Left,2
4126,5.1,216,2,1,High School,Urban,Male,23,Left,2
4127,2,589,3,1,University degree,Suburban,Female,28,Right,2
4128,4.9,182,3,2,University degree,Rural,Male,21,Left,2
4129,2.1,275,4,1,Graduate degree,Suburban,Female,42,Right,2
4130,1.2,161,4,1,Graduate degree,Suburban,Female,53,Left,4
4131,3.85,308,3,1,University degree,Suburban,Female,26,Right,3
4132,1.4,222,3,1,University degree,Urban,Male,46,Right,8
4133,1.75,820,2,1,High School,Rural,Female,14,Right,2
4134,1.9,919,3,1,University degree,Urban,Male,45,Right,8
4135,2.55,218,2,1,High School,Urban,Female,31,Left,3
4136,5.85,275,3,1,University degree,Rural,Male,72,Right,4
4137,1.65,153,3,1,University degree,Rural,Male,20,Both,1
4138,2.15,226,3,1,University degree,Suburban,Male,42,Right,4
4139,2.85,293,2,1,High School,Rural,Male,18,Right,3
4140,8.1,116,1,1,Less than high school,Suburban,Male,17,Right,2
4141,5.05,246,2,1,High School,Suburban,Female,32,Right,3
4142,7.55,267,2,1,High School,Urban,Male,16,Left,2
4143,2.9,177,2,1,High School,Urban,Female,22,Right,2
4144,5.45,420,2,1,High School,Urban,Female,15,Right,3
4145,3.85,260,4,1,Graduate degree,Suburban,Male,27,Left,2
4146,5.5,140,3,2,University degree,Suburban,Male,33,Right,2
4147,1,88,3,1,University degree,Urban,Male,25,Right,2
4148,1.05,277,3,2,University degree,Urban,Female,40,Right,3
4149,1.95,369,3,1,University degree,Suburban,Female,35,Right,5
4150,3.15,212,3,1,University degree,Urban,Male,29,Right,2
4151,2.95,431,2,1,High School,Urban,Male,19,Right,3
4152,4.45,233,3,1,University degree,Suburban,Male,48,Right,1
4153,1.3,172,3,1,University degree,Suburban,Male,49,Right,2
4154,1.5,153,2,2,High School,Suburban,Female,20,Right,2
4155,5.45,139,3,2,University degree,Urban,Male,22,Left,1
4156,1.85,126,2,2,High School,Urban,Female,18,Right,2
4157,6.25,318,2,1,High School,Urban,Male,36,Right,2
4158,4.75,170,2,1,High School,Urban,Male,21,Right,2
4159,2.3,324,2,1,High School,Suburban,Male,30,Right,4
4160,1.3,476,2,1,High School,Suburban,Female,32,Right,2
4161,7.55,190,2,1,High School,Rural,Male,16,Right,1
4162,1.35,201,1,2,Less than high school,Urban,Other,16,Right,1
4163,1,131,2,2,High School,Suburban,Male,26,Right,2
4164,2.8,217,1,1,Less than high school,Urban,Male,18,Right,4
4165,2.65,146,1,1,Less than high school,Suburban,Female,13,Right,2
4166,1.9,463,2,2,High School,Suburban,Male,19,Right,2
4167,2.6,266,2,1,High School,Suburban,Female,27,Right,2
4168,2.95,285,3,1,University degree,Urban,Male,35,Left,4
4169,6.35,215,2,1,High School,Suburban,Male,16,Right,2
4170,4.35,167,2,1,High School,Suburban,Male,18,Right,2
4171,6.9,106,2,1,High School,Suburban,Male,17,Right,2
4172,5.1,236,2,2,High School,Urban,Male,17,Right,0
4173,3.65,363,2,2,High School,Suburban,Male,17,Right,3
4174,6.15,299,1,1,Less than high school,Urban,Male,28,Right,4
4175,3.7,268,3,1,University degree,Suburban,Female,26,Right,3
4176,4.4,373,2,1,High School,Rural,Male,68,Right,3
4177,2.2,210,2,1,High School,Urban,Female,21,Right,4
4178,2.15,395,4,1,Graduate degree,Rural,Female,60,Right,3
4179,7,436,2,2,High School,Urban,Male,20,Right,2
4180,2.75,190,4,1,Graduate degree,Urban,Male,64,Right,2
4181,1.45,121,2,1,High School,Urban,Male,16,Right,3
4182,2.65,270,3,1,University degree,Rural,Female,41,Right,2
4183,1.2,192,4,1,Graduate degree,Suburban,Female,52,Right,3
4184,1.9,355,2,1,High School,Rural,Female,54,Right,6
4185,2.55,184,2,1,High School,Urban,Female,24,Right,1
4186,2.25,386,4,1,Graduate degree,Suburban,Female,27,Right,3
4187,7.5,115,3,1,University degree,Suburban,Male,22,Right,3
4188,3.95,204,2,1,High School,Urban,Female,26,Right,3
4189,3.8,349,2,1,High School,Rural,Female,43,Right,3
4190,1.8,179,3,1,University degree,Suburban,Female,22,Right,2
4191,1.1,132,1,1,Less than high school,Urban,Other,17,Both,2
4192,1,152,2,1,High School,Rural,Male,18,Right,2
4193,3.95,230,2,1,High School,Suburban,Male,18,Right,2
4194,2.05,125,4,1,Graduate degree,Urban,Male,55,Right,2
4195,9,104,3,1,University degree,Suburban,Male,19,Right,2
4196,5.1,289,3,1,University degree,Urban,Male,32,Right,1
4197,3.1,188,2,1,High School,Urban,Female,55,Right,1
4198,1.25,85,4,1,Graduate degree,Suburban,Male,45,Right,2
4199,1.5,242,2,1,High School,Rural,Female,20,Right,3
4200,2.2,427,2,1,High School,Urban,Female,31,Right,3
4201,2.45,487,2,1,High School,Suburban,Female,16,Right,1
4202,1,130,3,1,University degree,Urban,Other,33,Right,2
4203,2.1,238,3,2,University degree,NA,Male,45,Left,2
4204,1.1,208,4,2,Graduate degree,Urban,Female,32,Right,3
4205,1.3,167,2,1,High School,Suburban,Female,17,Left,2
4206,6.55,509,3,2,University degree,Rural,Male,24,Right,2
4207,5.95,129,2,1,High School,Rural,Male,24,Right,7
4208,1.25,144,2,2,High School,Suburban,Male,31,Right,2
4209,2.95,171,3,2,University degree,Suburban,Male,20,Right,4
4210,1.1,418,4,1,Graduate degree,Urban,Male,61,Left,3
4211,6.5,158,3,1,University degree,Rural,Male,24,Right,4
4212,1.75,137,2,1,High School,Suburban,Female,21,Both,1
4213,1.7,780,3,1,University degree,Rural,Male,26,Right,3
4214,2.65,224,2,2,High School,Urban,Other,16,Right,4
4215,3.85,306,3,1,University degree,Suburban,Male,28,Right,1
4216,3.15,347,2,1,High School,Suburban,Male,27,Right,4
4217,2.65,380,2,1,High School,Suburban,Female,16,Right,2
4218,1,266,2,1,High School,Suburban,Female,17,Right,3
4219,3.3,218,4,1,Graduate degree,Urban,Male,68,Right,2
4220,1.85,307,2,2,High School,Urban,Male,19,Right,1
4221,1.75,193,3,1,University degree,Suburban,Male,45,Right,2
4222,1.95,151,3,1,University degree,Rural,Male,28,Right,4
4223,1.5,564,1,1,Less than high school,Urban,Male,16,Right,3
4224,1.25,183,2,1,High School,Suburban,Female,38,Right,1
4225,9,64,3,1,University degree,Urban,Male,20,Right,2
4226,2.35,880,4,1,Graduate degree,Rural,Male,41,Right,3
4227,3.85,204,4,1,Graduate degree,Suburban,Male,23,Both,4
4228,8.5,123,4,1,Graduate degree,Suburban,Male,33,Right,2
4229,2.65,253,1,1,Less than high school,Suburban,Female,15,Right,2
4230,1.2,278,2,2,High School,Urban,Male,44,Right,2
4231,1.65,210,3,1,University degree,Suburban,Female,20,Right,2
4232,2.45,191,3,1,University degree,Suburban,Male,27,Right,2
4233,1.3,113,2,1,High School,Urban,Female,23,Left,3
4234,1,186,4,2,Graduate degree,Urban,Male,40,Both,1
4235,3.7,305,2,1,High School,Urban,Female,23,Right,2
4236,1.7,160,0,1,NA,Suburban,Male,49,Right,2
4237,2.2,165,4,1,Graduate degree,Urban,Female,57,Left,3
4238,1.85,104,1,1,Less than high school,Urban,Other,17,Right,2
4239,1.8,78,3,1,University degree,Suburban,Female,19,Left,2
4240,1,299,3,1,University degree,Rural,Female,27,Right,5
4241,1,154,2,1,High School,Suburban,Male,21,Right,2
4242,2,696,3,2,University degree,Urban,Male,22,Right,2
4243,1.45,118,3,1,University degree,Urban,Male,20,Right,3
4244,7.1,194,2,2,High School,Suburban,Male,41,Right,2
4245,2.05,179,4,1,Graduate degree,Urban,Female,66,Right,2
4246,6.15,101,2,1,High School,Urban,Male,22,Right,4
4247,1.55,203,3,1,University degree,Suburban,Male,30,Right,2
4248,1.65,200,3,1,University degree,Suburban,Male,29,Right,2
4249,1.5,176,4,2,Graduate degree,Rural,Female,25,Right,3
4250,1.1,147,4,1,Graduate degree,Rural,Female,63,Right,3
4251,1.1,225,4,1,Graduate degree,Urban,Male,42,Right,2
4252,1.95,239,2,1,High School,Urban,Female,61,Right,3
4253,1.45,433,4,2,Graduate degree,Urban,Male,45,Right,4
4254,1.35,119,3,1,University degree,Rural,Female,26,Right,3
4255,2,239,4,1,Graduate degree,Suburban,Male,60,Right,2
4256,1.55,155,3,1,University degree,Suburban,Male,31,Right,2
4257,1.5,581,3,1,University degree,Suburban,Male,51,Right,3
4258,1.4,174,3,1,University degree,Suburban,Male,26,Left,1
4259,1.05,157,4,1,Graduate degree,Suburban,Male,42,Right,2
4260,2.55,214,3,1,University degree,Urban,Male,33,Right,3
4261,1.8,4943,3,1,University degree,Rural,Male,21,Right,3
4262,2.9,268,1,1,Less than high school,Rural,Male,17,Right,4
4263,1.75,312,3,1,University degree,Rural,Female,24,Right,2
4264,2.2,180,3,1,University degree,Suburban,Female,50,Right,4
4265,4.15,461,4,1,Graduate degree,Suburban,Female,36,Right,1
4266,1.05,169,1,1,Less than high school,Urban,Other,15,Right,3
4267,1.85,175,3,1,University degree,Rural,Male,62,Left,4
4268,1.15,117,3,1,University degree,Suburban,Male,51,Right,4
4269,1,248,2,1,High School,Suburban,Male,63,Left,2
4270,1.3,170,3,1,University degree,Rural,Female,27,Right,5
4271,2.45,142,2,1,High School,Urban,Male,57,Right,4
4272,1.65,322,4,2,Graduate degree,Rural,Male,23,Right,1
4273,1,97,2,1,High School,Suburban,Female,18,Left,3
4274,2.05,306,4,1,Graduate degree,Rural,Male,67,Right,2
4275,1.95,245,4,1,Graduate degree,Urban,Female,51,Right,2
4276,3.1,981,4,1,Graduate degree,Suburban,Male,26,Right,0
4277,1.15,171,4,1,Graduate degree,Rural,Male,41,Right,6
4278,3.75,1019,1,2,Less than high school,Urban,Female,16,Right,2
4279,2.7,232,4,1,Graduate degree,Rural,Male,44,Right,2
4280,1.45,204,2,2,High School,Urban,Female,19,Right,1
4281,1.9,185,3,1,University degree,Suburban,Female,64,Right,2
4282,1.25,200,4,1,Graduate degree,Suburban,Female,46,Right,5
4283,4.5,186,4,1,Graduate degree,Suburban,Male,32,Left,3
4284,2.05,219,3,1,University degree,Urban,Male,63,Right,5
4285,1.7,424,1,1,Less than high school,Suburban,Male,17,Right,0
4286,1.4,134,4,1,Graduate degree,Suburban,Male,44,Right,2
4287,3.3,167,3,1,University degree,Suburban,Female,51,Right,5
4288,1.4,1518,3,1,University degree,Rural,Male,65,Right,3
4289,2.25,310,3,1,University degree,Urban,Female,54,Right,3
4290,2.25,428,4,1,Graduate degree,Rural,Female,27,Right,2
4291,1.85,343,4,1,Graduate degree,Rural,Male,37,Right,3
4292,2.8,165,4,1,Graduate degree,Suburban,Male,30,Right,1
4293,1.05,210,3,1,University degree,Suburban,Female,27,Left,1
4294,1.35,195,2,1,High School,Suburban,Female,62,Right,3
4295,1.75,170,4,1,Graduate degree,Suburban,Male,38,Right,2
4296,1.8,157,4,1,Graduate degree,Urban,Female,42,Right,4
4297,1.75,260,2,1,High School,Urban,Female,42,Right,1
4298,1.6,140,4,1,Graduate degree,Suburban,Female,28,Right,1
4299,3.1,366,3,1,University degree,Rural,Female,62,Right,3
4300,3.4,211,2,1,High School,Suburban,Male,35,Right,1
4301,2,261,2,1,High School,Rural,Male,17,Right,1
4302,5.15,203,3,1,University degree,Urban,Male,30,Right,4
4303,2.55,160,3,1,University degree,Urban,Male,46,Right,1
4304,1.45,276,4,1,Graduate degree,Urban,Male,26,Left,3
4305,3.05,430,2,1,High School,Urban,Male,57,Right,4
4306,3.7,132,3,1,University degree,Rural,Male,25,Right,2
4307,2.25,355,0,1,NA,NA,Female,48,NA,2
4308,1,102,3,1,University degree,Suburban,Male,53,Left,3
4309,1.6,2099,4,1,Graduate degree,Suburban,Male,28,Left,2
4310,1.25,234,4,1,Graduate degree,Rural,Male,30,Both,2
4311,2.05,179,4,2,Graduate degree,Urban,Male,25,Right,2
4312,1.4,135,3,1,University degree,Rural,Female,28,Right,2
4313,4.45,325,3,2,University degree,Urban,Male,27,Right,1
4314,1.25,166,4,1,Graduate degree,Suburban,Male,53,Right,2
4315,1.75,222,4,1,Graduate degree,Suburban,Male,45,Right,6
4316,1.15,65,4,1,Graduate degree,Suburban,Male,32,Right,2
4317,1.7,275,4,1,Graduate degree,Urban,Female,38,Right,0
4318,2.3,337,3,1,University degree,Suburban,Female,65,Right,1
4319,1.7,539,4,1,Graduate degree,Suburban,Male,72,Right,5
4320,3,254,3,1,University degree,Suburban,Male,59,Right,3
4321,5.3,336,4,1,Graduate degree,Rural,Male,38,Right,2
4322,2.4,261,4,1,Graduate degree,Urban,Male,66,Right,2
4323,1.55,213,2,1,High School,Urban,Male,35,Right,2
4324,2,379,2,1,High School,Urban,Male,52,Right,3
4325,2.55,183,2,1,High School,Suburban,Male,57,Right,7
4326,1.85,185,4,1,Graduate degree,Rural,Female,25,Right,2
4327,1.9,198,2,1,High School,Rural,Male,58,Left,5
4328,4.45,324,2,1,High School,Rural,Male,42,Right,4
4329,2.7,304,4,1,Graduate degree,Suburban,Male,67,Right,11
4330,2.3,275,4,2,Graduate degree,Urban,Male,27,Right,1
4331,4.25,245,3,1,University degree,Urban,Male,36,Left,3
4332,8.4,185,2,1,High School,Suburban,Male,18,Right,3
4333,1.3,179,4,1,Graduate degree,Rural,Male,53,Right,4
4334,1.55,206,3,1,University degree,Urban,Female,22,Right,2
4335,1.65,250,0,1,NA,Rural,Male,59,Right,2
4336,1.45,91,4,1,Graduate degree,Urban,Female,39,Left,3
4337,2.45,408,4,1,Graduate degree,Rural,Male,51,Right,3
4338,2.05,153,4,1,Graduate degree,Suburban,Male,55,Right,5
4339,3.25,378,2,1,High School,Rural,Male,48,Right,4
4340,3.15,262,2,1,High School,Suburban,Male,51,Right,1
4341,1.25,270,3,1,University degree,Rural,Male,29,Left,2
4342,2.05,236,4,1,Graduate degree,Suburban,Male,63,Right,6
4343,2.05,195,4,1,Graduate degree,Suburban,Male,62,Right,1
4344,3.2,152,3,2,University degree,Rural,Male,57,Left,3
4345,5.2,136,4,2,Graduate degree,Urban,Male,56,Right,4
4346,3.65,329,3,1,University degree,Urban,Female,58,Left,2
4347,1.15,95,4,2,Graduate degree,Urban,Male,29,Right,2
4348,4.85,502,2,1,High School,Urban,Male,35,Left,1
4349,1.65,218,2,1,High School,Urban,Female,53,Right,4
4350,1.6,128,4,1,Graduate degree,Rural,Male,46,Right,4
4351,1.75,176,3,1,University degree,Suburban,Male,35,Right,2
4352,2.75,184,4,1,Graduate degree,Suburban,Male,50,Right,3
4353,4.7,306,2,1,High School,Urban,Male,57,Left,7
4354,1.4,143,3,1,University degree,Urban,Female,46,Right,2
4355,1.65,176,4,2,Graduate degree,Urban,Male,38,Right,3
4356,1.65,246,3,1,University degree,Urban,Female,70,Left,3
4357,2.6,758,1,1,Less than high school,Suburban,Female,15,Right,2
4358,1.45,88,3,1,University degree,Rural,Male,37,Right,3
4359,5.95,273,2,1,High School,Suburban,Male,18,Right,0
4360,1.25,212,4,1,Graduate degree,Suburban,Male,60,Right,3
4361,1.3,219,3,1,University degree,Rural,Male,38,Right,2
4362,1.45,193,3,1,University degree,Suburban,Male,66,Left,4
4363,1.15,188,1,1,Less than high school,NA,Female,16,Right,2
4364,2.85,164,3,1,University degree,Suburban,Male,20,Right,2
4365,1.5,175,2,2,High School,Urban,Female,29,Right,2
4366,1.05,89,3,1,University degree,Suburban,Female,35,Right,2
4367,1.3,191,4,1,Graduate degree,Urban,Female,49,Right,2
4368,1.1,198,2,1,High School,Urban,Male,65,Left,4
4369,1.85,181,3,1,University degree,Suburban,Female,26,Left,1
4370,2.15,2308,3,1,University degree,Rural,Male,30,Right,3
4371,2.2,184,0,1,NA,Urban,Female,61,Right,5
4372,2.65,116,3,1,University degree,Urban,Male,35,Right,1
4373,2.4,218,4,1,Graduate degree,Suburban,Female,29,Left,4
4374,2.75,201,4,1,Graduate degree,Suburban,Female,28,Left,3
4375,2.3,151,2,1,High School,Suburban,Female,18,Left,2
4376,2.15,227,3,1,University degree,Suburban,Male,39,Left,2
4377,1.85,108,2,1,High School,Suburban,Female,18,Both,3
4378,1.15,122,3,1,University degree,Urban,Female,21,Right,1
4379,4.1,411,2,1,High School,Urban,Male,17,Right,2
4380,2.6,253,2,1,High School,Suburban,Male,17,Right,1
4381,3,339,2,1,High School,Suburban,Male,16,Right,2
4382,1.5,139,4,1,Graduate degree,Urban,Female,64,Both,1
4383,1.45,152,3,1,University degree,Suburban,Other,23,Right,2
4384,1.05,170,2,1,High School,Rural,Female,29,Right,2
4385,5.95,219,3,1,University degree,Urban,Female,31,Right,1
4386,1.85,658,1,1,Less than high school,Rural,Female,17,Right,1
4387,1.2,125,4,1,Graduate degree,Suburban,Male,57,Left,4
4388,2.1,217,3,1,University degree,Urban,NA,45,Right,9
4389,1,423,3,1,University degree,Rural,Male,25,Right,4
4390,1.75,314,3,1,University degree,Suburban,Female,23,Left,2
4391,3.85,208,4,2,Graduate degree,Urban,Male,31,Right,1
4392,2.05,212,3,1,University degree,Rural,Female,33,Right,2
4393,1.55,153,2,1,High School,Suburban,Male,26,Left,2
4394,1.7,157,4,1,Graduate degree,Suburban,Female,31,Right,3
4395,1.75,211,4,1,Graduate degree,Suburban,Male,40,Right,3
4396,1.8,68,4,1,Graduate degree,Suburban,Female,36,Right,1
4397,1.3,74,3,1,University degree,Rural,Male,26,Right,3
4398,1.8,156,2,1,High School,Urban,Female,18,Right,1
4399,1.05,173,1,1,Less than high school,Suburban,Female,14,Right,2
4400,5.4,184,4,1,Graduate degree,Rural,Male,41,Right,3
4401,2.25,252,2,1,High School,Rural,Female,16,Right,2
4402,1.05,151,3,1,University degree,Urban,Female,38,Right,1
4403,2.35,215,2,1,High School,Suburban,Male,25,Right,2
4404,1.45,244,3,1,University degree,Rural,Male,29,Left,2
4405,1.65,142,4,1,Graduate degree,Suburban,Female,38,Right,2
4406,2.55,277,4,1,Graduate degree,Suburban,Male,46,Right,3
4407,1.55,303,2,1,High School,Suburban,Male,59,Right,6
4408,1.35,218,4,2,Graduate degree,Urban,Male,36,Right,2
4409,2.25,235,3,2,University degree,Urban,Male,46,Right,2
4410,1.15,115,2,1,High School,Rural,Male,25,Right,4
4411,1,142,3,1,University degree,Suburban,Female,45,Right,2
4412,1.85,285,1,1,Less than high school,Urban,Male,14,Right,2
4413,1.7,177,3,1,University degree,Urban,Male,37,Right,3
4414,2.3,279,3,1,University degree,Suburban,Male,62,Right,2
4415,4.2,278,3,1,University degree,Rural,Male,20,Right,2
4416,1,359,4,1,Graduate degree,Suburban,Male,42,Right,3
4417,2.2,287,2,1,High School,Suburban,Male,23,Right,2
4418,1.6,153,4,1,Graduate degree,Urban,Male,54,Both,1
4419,1.8,240,3,2,University degree,Urban,Male,40,Left,2
4420,1.85,257,2,1,High School,Suburban,Male,28,Right,1
4421,1.55,137,3,1,University degree,Urban,Female,29,Right,2
4422,1.3,240,3,1,University degree,Rural,Male,28,Right,1
4423,1.5,265,4,1,Graduate degree,Suburban,Male,50,Right,4
4424,2,319,3,1,University degree,Suburban,Female,30,Right,2
4425,2.35,275,2,1,High School,Rural,Male,22,Right,1
4426,3.45,1063,3,2,University degree,Rural,Male,40,Right,4
4427,3.1,247,2,1,High School,Urban,Male,17,Right,2
4428,1.6,375,3,1,University degree,Urban,Male,23,Right,1
4429,1.6,249,4,2,Graduate degree,Urban,Male,56,Right,1
4430,5.6,303,3,2,University degree,Urban,Female,21,Right,2
4431,1.05,127,2,1,High School,Suburban,Other,23,Right,2
4432,4.5,194,4,1,Graduate degree,Suburban,Male,51,Right,3
4433,3.1,167,4,1,Graduate degree,Urban,Male,41,Left,2
4434,2.55,239,3,1,University degree,Rural,Female,53,Right,1
4435,1.1,570,1,1,Less than high school,Rural,Male,43,Right,4
4436,5.95,858,3,1,University degree,Suburban,Male,36,Right,2
4437,1.35,99,3,1,University degree,Rural,Female,29,Right,2
4438,6.35,199,2,1,High School,Rural,Male,22,Right,2
4439,3.2,156,2,1,High School,Rural,Male,41,Right,1
4440,2.5,384,3,1,University degree,Rural,Male,65,Right,3
4441,1.05,221,3,1,University degree,Urban,Male,23,Left,3
4442,1.65,188,4,1,Graduate degree,Urban,Male,52,Right,1
4443,1.35,232,3,1,University degree,Suburban,Male,63,Right,3
4444,1,167,3,1,University degree,Urban,Male,42,Right,2
4445,1.8,454,2,1,High School,Suburban,Female,55,Right,3
4446,3.35,172,4,1,Graduate degree,Rural,Male,43,Right,2
4447,2.15,190,2,1,High School,Suburban,Male,26,Right,3
4448,2.05,161,2,1,High School,Rural,Male,20,Left,2
4449,3,284,2,1,High School,Urban,Male,24,Right,3
4450,1.45,151,3,1,University degree,Suburban,Male,23,Left,2
4451,1.25,180,3,1,University degree,Urban,Male,24,Right,4
4452,1.35,116,3,1,University degree,Suburban,Male,22,Right,2
4453,2.95,310,3,1,University degree,Suburban,Male,55,Right,0
4454,1.65,145,4,1,Graduate degree,Suburban,Female,68,Right,2
4455,2.7,253,4,1,Graduate degree,Suburban,Male,34,Right,1
4456,2.7,637,2,1,High School,Suburban,Male,17,Right,2
4457,2,272,3,2,University degree,Rural,Female,32,Right,2
4458,1,157,4,1,Graduate degree,Urban,Female,38,Both,3
4459,1.75,221,2,1,High School,Rural,Female,17,Both,3
4460,1.85,2012,2,1,High School,Urban,Male,40,Right,3
4461,3.45,248,3,1,University degree,Suburban,Male,53,Right,4
4462,2.65,600,3,1,University degree,Suburban,Female,53,Right,4
4463,1.05,199,4,1,Graduate degree,Urban,Female,58,Right,0
4464,1.6,260,3,1,University degree,Urban,Male,27,Right,2
4465,2,260,3,1,University degree,NA,Female,40,Right,2
4466,1.1,96,2,1,High School,Suburban,Female,16,Right,2
4467,2.45,315,4,1,Graduate degree,Urban,Male,80,Right,2
4468,1.1,201,3,1,University degree,Suburban,Male,24,Right,2
4469,4.65,200,4,1,Graduate degree,Suburban,Male,58,Right,4
4470,1.45,226,4,1,Graduate degree,Urban,Male,69,Right,7
4471,2.1,286,4,1,Graduate degree,Rural,Female,75,Right,2
4472,1.6,144,3,2,University degree,Urban,Female,36,Right,3
4473,1.35,101,4,1,Graduate degree,Suburban,Male,33,Right,3
4474,1.5,120,4,1,Graduate degree,Suburban,Male,23,Left,2
4475,2.9,1112,2,1,High School,Suburban,Female,38,Right,1
4476,2.05,237,2,1,High School,Urban,Female,35,Right,2
4477,2.3,138,4,1,Graduate degree,Suburban,Female,44,Right,2
4478,3.7,210,2,1,High School,Suburban,Male,20,Right,2
4479,1.5,194,3,1,University degree,Urban,Female,69,Right,4
4480,4.65,227,3,1,University degree,Rural,Male,58,Right,1
4481,1.75,200,2,1,High School,Urban,Female,15,Both,5
4482,1.95,238,3,1,University degree,Suburban,Female,63,Right,4
4483,2.3,156,4,1,Graduate degree,Suburban,Male,59,Right,2
4484,1.4,294,1,1,Less than high school,Urban,Female,21,Right,3
4485,1.55,269,2,1,High School,Urban,Female,16,Right,3
4486,4.25,431,3,1,University degree,Rural,Male,17,Right,3
4487,1.15,180,1,1,Less than high school,Suburban,Other,17,Right,3
4488,5.35,187,4,2,Graduate degree,Suburban,Male,33,Right,2
4489,3.35,289,2,1,High School,NA,Male,51,Left,2
4490,3.85,682,2,1,High School,Urban,Male,26,Left,0
4491,2.8,514,2,1,High School,Urban,Female,16,Left,2
4492,7.2,123,2,1,High School,Suburban,Male,17,Right,1
4493,6.05,195,2,1,High School,Suburban,Male,32,Right,2
4494,2.8,257,2,1,High School,Urban,Female,25,Right,2
4495,1.85,177,3,1,University degree,Urban,Male,66,Right,4
4496,2,250,1,1,Less than high school,Suburban,Female,17,Right,3
4497,1.15,161,3,1,University degree,Suburban,Male,25,Right,5
4498,7.4,372,2,2,High School,Urban,Male,19,Right,2
4499,1.4,203,2,1,High School,Suburban,Other,18,Right,5
4500,3.75,213,1,2,Less than high school,Urban,Male,14,Right,1
4501,8.45,409,2,2,High School,Suburban,Male,18,Right,2
4502,2.85,126,1,1,Less than high school,Suburban,Male,16,Left,3
4503,2.55,240,3,1,University degree,Suburban,Male,38,Left,8
4504,2.25,184,4,1,Graduate degree,Urban,Female,65,Right,1
4505,2.6,461,3,1,University degree,Rural,Male,56,Right,4
4506,1.5,607,3,1,University degree,Rural,Male,31,Right,3
4507,3.2,301,4,1,Graduate degree,Urban,Male,36,Right,1
4508,1.25,186,4,1,Graduate degree,Suburban,Male,73,Left,4
4509,3.55,207,3,1,University degree,Suburban,Male,30,Right,6
4510,5.9,217,2,1,High School,Suburban,Male,30,Right,3
4511,3.15,387,4,1,Graduate degree,Urban,Male,39,Right,3
4512,1.2,253,2,1,High School,Suburban,Male,19,Left,3
4513,5.65,233,3,1,University degree,Suburban,Male,53,Right,8
4514,6.2,161,2,1,High School,Urban,Male,26,Left,4
4515,1.65,281,3,1,University degree,Suburban,Female,25,Right,3
4516,3.25,127,3,1,University degree,Urban,Male,40,Left,1
4517,1.25,363,2,1,High School,Suburban,Female,36,Right,1
4518,4.95,88,4,1,Graduate degree,Rural,Male,25,Left,3
4519,1.85,215,4,1,Graduate degree,Suburban,Male,51,Right,4
4520,1.4,273,4,1,Graduate degree,Suburban,Female,34,Right,5
4521,1.5,163,3,1,University degree,Suburban,Male,25,Right,1
4522,1.2,84,4,1,Graduate degree,Suburban,Female,38,Right,2
4523,3.6,4505,3,1,University degree,Urban,Female,36,Right,2
4524,2.55,231,4,1,Graduate degree,Suburban,Female,65,Right,2
4525,3.9,354,3,1,University degree,Rural,Male,49,Both,5
4526,1.6,183,2,1,High School,Rural,Male,30,Right,3
4527,1,159,4,1,Graduate degree,Urban,Male,38,Right,5
4528,3.35,424,2,1,High School,Rural,Female,16,Both,2
4529,1.3,133,3,1,University degree,Suburban,Male,37,Both,2
4530,1.65,156,1,1,Less than high school,Suburban,Female,18,Right,2
4531,1.9,193,3,1,University degree,Suburban,Male,18,Right,3
4532,1.8,187,4,1,Graduate degree,Suburban,Male,59,Left,0
4533,1.35,242,3,2,University degree,NA,Female,31,Right,0
4534,1.75,82,1,1,Less than high school,Suburban,Female,18,Left,2
4535,7.35,196,4,2,Graduate degree,Urban,Male,24,Right,0
4536,6.1,146,3,2,University degree,Urban,Male,27,Right,0
4537,5.55,185,2,1,High School,Rural,Male,16,Right,1
4538,1.65,203,2,1,High School,Suburban,Female,18,Right,3
4539,3.9,113,2,1,High School,Rural,Male,27,Right,2
4540,1.15,279,3,1,University degree,Rural,Female,23,Right,3
4541,5.45,257,2,1,High School,Suburban,Male,17,Right,4
4542,6.45,624,2,1,High School,Suburban,Male,20,Right,2
4543,1.85,263,2,1,High School,Rural,Female,17,Right,2
4544,1.9,196,2,1,High School,Rural,Female,17,Right,2
4545,3.05,2424,3,1,University degree,Urban,Male,20,Left,1
4546,1.25,895,3,1,University degree,Urban,Female,25,Right,2
4547,7.8,196,3,1,University degree,Rural,Male,35,Right,2
4548,4.55,835,4,1,Graduate degree,Suburban,Male,32,Right,2
4549,2.2,334,3,1,University degree,Urban,Male,28,Right,2
4550,4.4,586,3,1,University degree,Urban,Male,29,Right,1
4551,1.1,223,4,1,Graduate degree,Urban,Female,48,Right,2
4552,1.35,285,4,1,Graduate degree,Suburban,Female,56,Right,3
4553,7.7,308,1,2,Less than high school,Rural,Male,16,Right,3
4554,6,352,1,1,Less than high school,Suburban,Male,16,Right,2
4555,2.5,214,2,1,High School,Urban,Male,19,Left,1
4556,1.8,199,2,1,High School,Suburban,Male,23,Right,1
